"Subj" "x0" "x1" "x2"
48 1 1 -1.243
48 1 2 -1.243
48 1 3 -1.243
48 1 5 -1.243
48 1 6 -1.243
48 1 7 -1.243
48 1 8 -1.243
48 1 10 -1.243
49 1 1 0.718
49 1 2 0.718
49 1 4 0.718
49 1 5 0.718
49 1 6 0.718
49 1 7 0.718
49 1 8 0.718
49 1 9 0.718
49 1 10 0.718
50 1 1 -0.879
50 1 2 -0.879
50 1 3 -0.879
50 1 4 -0.879
50 1 5 -0.879
50 1 6 -0.879
50 1 7 -0.879
50 1 8 -0.879
50 1 9 -0.879
51 1 2 0.358
51 1 3 0.358
51 1 4 0.358
51 1 5 0.358
51 1 6 0.358
51 1 7 0.358
51 1 8 0.358
51 1 9 0.358
51 1 10 0.358
52 1 1 -0.997
52 1 3 -0.997
52 1 5 -0.997
52 1 7 -0.997
52 1 8 -0.997
52 1 9 -0.997
52 1 10 -0.997
53 1 1 -0.322
53 1 2 -0.322
53 1 3 -0.322
53 1 4 -0.322
53 1 5 -0.322
53 1 6 -0.322
53 1 7 -0.322
53 1 8 -0.322
53 1 9 -0.322
53 1 10 -0.322
54 1 1 2.67
54 1 2 2.67
54 1 3 2.67
54 1 4 2.67
54 1 5 2.67
54 1 6 2.67
54 1 7 2.67
54 1 8 2.67
54 1 10 2.67
55 1 1 -0.482
55 1 4 -0.482
55 1 6 -0.482
55 1 7 -0.482
55 1 8 -0.482
55 1 9 -0.482
55 1 10 -0.482
56 1 1 0.501
56 1 2 0.501
56 1 4 0.501
56 1 5 0.501
56 1 7 0.501
56 1 8 0.501
56 1 10 0.501
57 1 1 -1.568
57 1 2 -1.568
57 1 3 -1.568
57 1 5 -1.568
57 1 6 -1.568
57 1 7 -1.568
57 1 9 -1.568
58 1 1 0.72
58 1 2 0.72
58 1 5 0.72
58 1 6 0.72
58 1 7 0.72
58 1 9 0.72
59 1 1 1.11
59 1 2 1.11
59 1 3 1.11
59 1 4 1.11
59 1 6 1.11
59 1 7 1.11
59 1 8 1.11
59 1 9 1.11
59 1 10 1.11
60 1 1 0.504
60 1 4 0.504
60 1 5 0.504
60 1 6 0.504
60 1 8 0.504
60 1 9 0.504
60 1 10 0.504
61 1 1 0.158
61 1 2 0.158
61 1 3 0.158
61 1 4 0.158
61 1 5 0.158
61 1 6 0.158
61 1 7 0.158
61 1 8 0.158
61 1 9 0.158
61 1 10 0.158
62 1 1 -1.595
62 1 2 -1.595
62 1 4 -1.595
62 1 5 -1.595
62 1 7 -1.595
62 1 8 -1.595
63 1 2 0.468
63 1 3 0.468
63 1 4 0.468
63 1 5 0.468
63 1 7 0.468
63 1 8 0.468
63 1 9 0.468
63 1 10 0.468
64 1 1 -2.315
64 1 2 -2.315
64 1 5 -2.315
64 1 6 -2.315
64 1 7 -2.315
64 1 8 -2.315
64 1 9 -2.315
64 1 10 -2.315
65 1 1 0.809
65 1 2 0.809
65 1 3 0.809
65 1 4 0.809
65 1 5 0.809
65 1 7 0.809
65 1 8 0.809
65 1 9 0.809
65 1 10 0.809
66 1 2 -0.387
66 1 6 -0.387
66 1 7 -0.387
66 1 8 -0.387
66 1 9 -0.387
66 1 10 -0.387
67 1 1 -0.699
67 1 2 -0.699
67 1 3 -0.699
67 1 5 -0.699
67 1 6 -0.699
67 1 7 -0.699
67 1 8 -0.699
67 1 9 -0.699
67 1 10 -0.699
68 1 1 0.131
68 1 2 0.131
68 1 4 0.131
68 1 6 0.131
68 1 8 0.131
68 1 9 0.131
68 1 10 0.131
69 1 1 -0.113
69 1 2 -0.113
69 1 3 -0.113
69 1 5 -0.113
69 1 6 -0.113
69 1 7 -0.113
69 1 8 -0.113
69 1 9 -0.113
69 1 10 -0.113
70 1 1 -2.173
70 1 2 -2.173
70 1 3 -2.173
70 1 5 -2.173
70 1 6 -2.173
70 1 7 -2.173
70 1 8 -2.173
70 1 9 -2.173
70 1 10 -2.173
71 1 2 -1.405
71 1 4 -1.405
71 1 5 -1.405
71 1 6 -1.405
71 1 7 -1.405
71 1 8 -1.405
71 1 9 -1.405
71 1 10 -1.405
72 1 2 0.99
72 1 4 0.99
72 1 7 0.99
72 1 8 0.99
72 1 10 0.99
73 1 1 0.631
73 1 2 0.631
73 1 3 0.631
73 1 4 0.631
73 1 6 0.631
73 1 7 0.631
73 1 8 0.631
73 1 10 0.631
74 1 1 0.224
74 1 2 0.224
74 1 4 0.224
74 1 5 0.224
74 1 6 0.224
74 1 9 0.224
74 1 10 0.224
75 1 1 -3.04
75 1 2 -3.04
75 1 4 -3.04
75 1 5 -3.04
75 1 6 -3.04
75 1 7 -3.04
75 1 8 -3.04
75 1 9 -3.04
75 1 10 -3.04
76 1 1 0.656
76 1 2 0.656
76 1 3 0.656
76 1 5 0.656
76 1 6 0.656
76 1 9 0.656
76 1 10 0.656
77 1 1 -0.76
77 1 2 -0.76
77 1 3 -0.76
77 1 5 -0.76
77 1 7 -0.76
77 1 8 -0.76
77 1 9 -0.76
78 1 1 -1.136
78 1 2 -1.136
78 1 3 -1.136
78 1 4 -1.136
78 1 6 -1.136
78 1 7 -1.136
78 1 8 -1.136
78 1 9 -1.136
78 1 10 -1.136
79 1 1 0.037
79 1 2 0.037
79 1 3 0.037
79 1 4 0.037
79 1 5 0.037
79 1 6 0.037
79 1 7 0.037
79 1 8 0.037
79 1 9 0.037
79 1 10 0.037
80 1 1 -0.422
80 1 4 -0.422
80 1 5 -0.422
80 1 6 -0.422
80 1 7 -0.422
80 1 8 -0.422
80 1 9 -0.422
80 1 10 -0.422
81 1 2 -1.052
81 1 3 -1.052
81 1 4 -1.052
81 1 5 -1.052
81 1 7 -1.052
81 1 8 -1.052
81 1 9 -1.052
81 1 10 -1.052
82 1 1 -1.041
82 1 2 -1.041
82 1 3 -1.041
82 1 4 -1.041
82 1 5 -1.041
82 1 6 -1.041
82 1 7 -1.041
82 1 8 -1.041
82 1 9 -1.041
82 1 10 -1.041
83 1 1 0.173
83 1 2 0.173
83 1 3 0.173
83 1 4 0.173
83 1 6 0.173
83 1 7 0.173
83 1 8 0.173
83 1 9 0.173
83 1 10 0.173
84 1 1 -0.102
84 1 2 -0.102
84 1 3 -0.102
84 1 4 -0.102
84 1 5 -0.102
84 1 6 -0.102
84 1 7 -0.102
84 1 8 -0.102
84 1 9 -0.102
84 1 10 -0.102
85 1 1 0.37
85 1 3 0.37
85 1 5 0.37
85 1 6 0.37
85 1 7 0.37
85 1 9 0.37
85 1 10 0.37
86 1 2 -2.008
86 1 3 -2.008
86 1 4 -2.008
86 1 5 -2.008
86 1 6 -2.008
86 1 7 -2.008
86 1 8 -2.008
87 1 1 1.32
87 1 2 1.32
87 1 3 1.32
87 1 4 1.32
87 1 5 1.32
87 1 7 1.32
87 1 8 1.32
87 1 9 1.32
87 1 10 1.32
88 1 1 0.957
88 1 2 0.957
88 1 3 0.957
88 1 4 0.957
88 1 5 0.957
88 1 6 0.957
88 1 8 0.957
88 1 9 0.957
88 1 10 0.957
89 1 1 -0.349
89 1 2 -0.349
89 1 3 -0.349
89 1 4 -0.349
89 1 5 -0.349
89 1 6 -0.349
89 1 7 -0.349
89 1 8 -0.349
89 1 9 -0.349
89 1 10 -0.349
90 1 1 -1.17
90 1 2 -1.17
90 1 4 -1.17
90 1 6 -1.17
90 1 8 -1.17
90 1 9 -1.17
90 1 10 -1.17
91 1 1 -1.172
91 1 3 -1.172
91 1 4 -1.172
91 1 5 -1.172
91 1 7 -1.172
91 1 8 -1.172
91 1 9 -1.172
91 1 10 -1.172
92 1 2 0.611
92 1 3 0.611
92 1 5 0.611
92 1 7 0.611
92 1 8 0.611
92 1 10 0.611
93 1 2 -0.234
93 1 4 -0.234
93 1 5 -0.234
93 1 7 -0.234
93 1 9 -0.234
94 1 1 1.455
94 1 2 1.455
94 1 3 1.455
94 1 4 1.455
94 1 5 1.455
94 1 6 1.455
94 1 7 1.455
94 1 8 1.455
94 1 9 1.455
94 1 10 1.455
95 1 1 -0.535
95 1 2 -0.535
95 1 4 -0.535
95 1 5 -0.535
95 1 6 -0.535
95 1 7 -0.535
95 1 8 -0.535
95 1 10 -0.535
96 1 1 -0.892
96 1 2 -0.892
96 1 3 -0.892
96 1 4 -0.892
96 1 5 -0.892
96 1 6 -0.892
96 1 7 -0.892
96 1 8 -0.892
96 1 9 -0.892
96 1 10 -0.892
97 1 1 -1.618
97 1 2 -1.618
97 1 4 -1.618
97 1 6 -1.618
97 1 8 -1.618
97 1 9 -1.618
97 1 10 -1.618
98 1 2 0.016
98 1 4 0.016
98 1 5 0.016
98 1 6 0.016
98 1 7 0.016
98 1 8 0.016
98 1 9 0.016
98 1 10 0.016
99 1 1 0.632
99 1 2 0.632
99 1 3 0.632
99 1 4 0.632
99 1 5 0.632
99 1 6 0.632
99 1 7 0.632
99 1 8 0.632
99 1 9 0.632
100 1 1 0.193
100 1 2 0.193
100 1 3 0.193
100 1 4 0.193
100 1 6 0.193
100 1 7 0.193
101 1 1 0.062
101 1 2 0.062
101 1 3 0.062
101 1 4 0.062
101 1 6 0.062
101 1 7 0.062
101 1 9 0.062
101 1 10 0.062
102 1 1 -1.616
102 1 2 -1.616
102 1 3 -1.616
102 1 4 -1.616
102 1 5 -1.616
102 1 6 -1.616
102 1 8 -1.616
102 1 9 -1.616
102 1 10 -1.616
103 1 3 0.988
103 1 4 0.988
103 1 5 0.988
103 1 8 0.988
103 1 9 0.988
103 1 10 0.988
104 1 1 0.019
104 1 2 0.019
104 1 4 0.019
104 1 5 0.019
104 1 6 0.019
104 1 7 0.019
104 1 9 0.019
104 1 10 0.019
105 1 2 0.775
105 1 3 0.775
105 1 4 0.775
105 1 5 0.775
105 1 6 0.775
105 1 7 0.775
105 1 8 0.775
105 1 10 0.775
106 1 1 0.03
106 1 2 0.03
106 1 3 0.03
106 1 4 0.03
106 1 6 0.03
106 1 7 0.03
106 1 8 0.03
106 1 9 0.03
107 1 1 0.882
107 1 2 0.882
107 1 5 0.882
107 1 6 0.882
107 1 8 0.882
108 1 1 -0.229
108 1 3 -0.229
108 1 4 -0.229
108 1 6 -0.229
108 1 7 -0.229
108 1 8 -0.229
108 1 10 -0.229
109 1 1 1.794
109 1 2 1.794
109 1 5 1.794
109 1 6 1.794
109 1 8 1.794
109 1 9 1.794
109 1 10 1.794
110 1 1 -0.538
110 1 2 -0.538
110 1 3 -0.538
110 1 4 -0.538
110 1 5 -0.538
110 1 7 -0.538
110 1 8 -0.538
110 1 9 -0.538
110 1 10 -0.538
111 1 2 0.084
111 1 3 0.084
111 1 5 0.084
111 1 6 0.084
111 1 7 0.084
111 1 9 0.084
111 1 10 0.084
112 1 1 0.787
112 1 2 0.787
112 1 3 0.787
112 1 4 0.787
112 1 5 0.787
112 1 6 0.787
112 1 8 0.787
112 1 10 0.787
113 1 2 -0.736
113 1 3 -0.736
113 1 4 -0.736
113 1 5 -0.736
113 1 6 -0.736
113 1 7 -0.736
113 1 10 -0.736
114 1 1 0.48
114 1 2 0.48
114 1 4 0.48
114 1 5 0.48
114 1 6 0.48
114 1 7 0.48
114 1 8 0.48
114 1 9 0.48
114 1 10 0.48
115 1 1 1.582
115 1 2 1.582
115 1 3 1.582
115 1 5 1.582
115 1 6 1.582
115 1 7 1.582
115 1 8 1.582
115 1 9 1.582
115 1 10 1.582
116 1 1 0.638
116 1 2 0.638
116 1 3 0.638
116 1 4 0.638
116 1 5 0.638
116 1 6 0.638
116 1 8 0.638
117 1 1 -0.251
117 1 2 -0.251
117 1 3 -0.251
117 1 4 -0.251
117 1 5 -0.251
117 1 7 -0.251
117 1 9 -0.251
118 1 1 0.749
118 1 2 0.749
118 1 4 0.749
118 1 6 0.749
118 1 7 0.749
118 1 8 0.749
118 1 10 0.749
119 1 1 -0.613
119 1 3 -0.613
119 1 7 -0.613
119 1 8 -0.613
119 1 10 -0.613
120 1 1 -0.439
120 1 2 -0.439
120 1 3 -0.439
120 1 5 -0.439
120 1 7 -0.439
120 1 8 -0.439
120 1 10 -0.439
121 1 1 -1.169
121 1 5 -1.169
121 1 6 -1.169
121 1 7 -1.169
121 1 8 -1.169
121 1 10 -1.169
122 1 1 0.285
122 1 2 0.285
122 1 3 0.285
122 1 4 0.285
122 1 5 0.285
122 1 6 0.285
122 1 7 0.285
122 1 8 0.285
122 1 9 0.285
123 1 2 1.515
123 1 4 1.515
123 1 5 1.515
123 1 6 1.515
123 1 8 1.515
123 1 9 1.515
124 1 1 -2.127
124 1 2 -2.127
124 1 3 -2.127
124 1 4 -2.127
124 1 5 -2.127
124 1 6 -2.127
124 1 7 -2.127
124 1 8 -2.127
124 1 9 -2.127
125 1 1 -0.502
125 1 2 -0.502
125 1 3 -0.502
125 1 4 -0.502
125 1 5 -0.502
125 1 6 -0.502
125 1 8 -0.502
125 1 10 -0.502
126 1 1 -1.982
126 1 3 -1.982
126 1 4 -1.982
126 1 5 -1.982
126 1 6 -1.982
126 1 7 -1.982
126 1 8 -1.982
126 1 9 -1.982
126 1 10 -1.982
127 1 2 0.065
127 1 3 0.065
127 1 4 0.065
127 1 6 0.065
127 1 7 0.065
127 1 8 0.065
127 1 9 0.065
128 1 4 -1.51
128 1 5 -1.51
128 1 6 -1.51
128 1 7 -1.51
128 1 8 -1.51
128 1 9 -1.51
128 1 10 -1.51
129 1 3 -0.647
129 1 4 -0.647
129 1 5 -0.647
129 1 7 -0.647
129 1 8 -0.647
129 1 9 -0.647
129 1 10 -0.647
130 1 1 -0.055
130 1 4 -0.055
130 1 7 -0.055
131 1 2 -0.168
131 1 3 -0.168
131 1 4 -0.168
131 1 6 -0.168
131 1 7 -0.168
131 1 9 -0.168
131 1 10 -0.168
132 1 1 -2.369
132 1 2 -2.369
132 1 3 -2.369
132 1 4 -2.369
132 1 5 -2.369
132 1 6 -2.369
132 1 7 -2.369
132 1 9 -2.369
132 1 10 -2.369
133 1 1 0.978
133 1 2 0.978
133 1 3 0.978
133 1 4 0.978
133 1 5 0.978
133 1 6 0.978
133 1 7 0.978
133 1 8 0.978
133 1 9 0.978
133 1 10 0.978
134 1 1 -0.107
134 1 2 -0.107
134 1 3 -0.107
134 1 4 -0.107
134 1 5 -0.107
134 1 6 -0.107
134 1 7 -0.107
134 1 8 -0.107
134 1 9 -0.107
134 1 10 -0.107
135 1 1 -0.08
135 1 3 -0.08
135 1 4 -0.08
135 1 5 -0.08
135 1 6 -0.08
135 1 7 -0.08
135 1 8 -0.08
135 1 10 -0.08
136 1 1 0.176
136 1 2 0.176
136 1 3 0.176
136 1 5 0.176
136 1 6 0.176
136 1 7 0.176
136 1 9 0.176
136 1 10 0.176
137 1 1 0.852
137 1 4 0.852
137 1 5 0.852
137 1 6 0.852
137 1 7 0.852
137 1 9 0.852
137 1 10 0.852
138 1 1 -0.46
138 1 2 -0.46
138 1 3 -0.46
138 1 4 -0.46
138 1 5 -0.46
138 1 6 -0.46
138 1 7 -0.46
138 1 8 -0.46
139 1 1 -0.242
139 1 2 -0.242
139 1 3 -0.242
139 1 5 -0.242
139 1 6 -0.242
139 1 7 -0.242
139 1 8 -0.242
139 1 9 -0.242
139 1 10 -0.242
140 1 1 0.129
140 1 2 0.129
140 1 3 0.129
140 1 4 0.129
140 1 5 0.129
140 1 8 0.129
140 1 9 0.129
140 1 10 0.129
141 1 1 -1.251
141 1 2 -1.251
141 1 3 -1.251
141 1 4 -1.251
141 1 5 -1.251
141 1 6 -1.251
141 1 7 -1.251
141 1 8 -1.251
141 1 9 -1.251
141 1 10 -1.251
142 1 1 1.083
142 1 2 1.083
142 1 3 1.083
142 1 4 1.083
142 1 5 1.083
142 1 8 1.083
142 1 9 1.083
142 1 10 1.083
143 1 1 -1.164
143 1 2 -1.164
143 1 3 -1.164
143 1 4 -1.164
143 1 5 -1.164
143 1 6 -1.164
143 1 7 -1.164
143 1 9 -1.164
143 1 10 -1.164
144 1 1 -2.826
144 1 2 -2.826
144 1 3 -2.826
144 1 4 -2.826
144 1 6 -2.826
144 1 8 -2.826
144 1 9 -2.826
145 1 1 -1.949
145 1 3 -1.949
145 1 4 -1.949
145 1 5 -1.949
145 1 6 -1.949
145 1 7 -1.949
145 1 8 -1.949
145 1 9 -1.949
145 1 10 -1.949
146 1 1 0.841
146 1 2 0.841
146 1 4 0.841
146 1 5 0.841
146 1 6 0.841
146 1 7 0.841
146 1 8 0.841
146 1 9 0.841
146 1 10 0.841
147 1 1 0.621
147 1 2 0.621
147 1 3 0.621
147 1 4 0.621
147 1 5 0.621
147 1 6 0.621
147 1 7 0.621
147 1 8 0.621
147 1 9 0.621
147 1 10 0.621
148 1 2 0.555
148 1 3 0.555
148 1 4 0.555
148 1 6 0.555
148 1 7 0.555
148 1 9 0.555
148 1 10 0.555
149 1 1 1.534
149 1 2 1.534
149 1 3 1.534
149 1 4 1.534
149 1 5 1.534
149 1 7 1.534
149 1 8 1.534
149 1 10 1.534
150 1 1 0.156
150 1 2 0.156
150 1 3 0.156
150 1 4 0.156
150 1 5 0.156
150 1 8 0.156
150 1 9 0.156
150 1 10 0.156
151 1 1 0.745
151 1 2 0.745
151 1 3 0.745
151 1 4 0.745
151 1 5 0.745
151 1 6 0.745
151 1 7 0.745
151 1 8 0.745
151 1 9 0.745
151 1 10 0.745
152 1 1 0.426
152 1 2 0.426
152 1 3 0.426
152 1 4 0.426
152 1 5 0.426
152 1 6 0.426
152 1 7 0.426
152 1 8 0.426
152 1 10 0.426
153 1 1 -0.137
153 1 3 -0.137
153 1 4 -0.137
153 1 5 -0.137
153 1 6 -0.137
153 1 7 -0.137
153 1 8 -0.137
153 1 9 -0.137
153 1 10 -0.137
154 1 2 -0.655
154 1 3 -0.655
154 1 5 -0.655
154 1 6 -0.655
154 1 7 -0.655
154 1 8 -0.655
154 1 9 -0.655
154 1 10 -0.655
155 1 1 -0.162
155 1 3 -0.162
155 1 4 -0.162
155 1 5 -0.162
155 1 6 -0.162
155 1 7 -0.162
155 1 8 -0.162
155 1 9 -0.162
155 1 10 -0.162
156 1 1 0.312
156 1 2 0.312
156 1 3 0.312
156 1 4 0.312
156 1 5 0.312
156 1 6 0.312
156 1 7 0.312
156 1 8 0.312
156 1 10 0.312
157 1 1 -1.105
157 1 2 -1.105
157 1 3 -1.105
157 1 4 -1.105
157 1 5 -1.105
157 1 6 -1.105
157 1 8 -1.105
157 1 9 -1.105
157 1 10 -1.105
158 1 1 -1.823
158 1 2 -1.823
158 1 4 -1.823
158 1 5 -1.823
158 1 7 -1.823
158 1 8 -1.823
158 1 9 -1.823
158 1 10 -1.823
159 1 5 0.338
159 1 6 0.338
159 1 9 0.338
159 1 10 0.338
160 1 1 -0.951
160 1 3 -0.951
160 1 4 -0.951
160 1 6 -0.951
160 1 8 -0.951
160 1 9 -0.951
161 1 2 -0.156
161 1 3 -0.156
161 1 5 -0.156
161 1 6 -0.156
161 1 7 -0.156
161 1 8 -0.156
161 1 9 -0.156
162 1 1 1.219
162 1 2 1.219
162 1 3 1.219
162 1 4 1.219
162 1 5 1.219
162 1 6 1.219
162 1 7 1.219
162 1 8 1.219
162 1 9 1.219
162 1 10 1.219
163 1 1 1.181
163 1 4 1.181
163 1 5 1.181
163 1 6 1.181
163 1 7 1.181
163 1 8 1.181
163 1 9 1.181
163 1 10 1.181
164 1 1 -1.85
164 1 2 -1.85
164 1 3 -1.85
164 1 5 -1.85
164 1 6 -1.85
164 1 10 -1.85
165 1 1 1.727
165 1 2 1.727
165 1 3 1.727
165 1 5 1.727
165 1 8 1.727
165 1 9 1.727
165 1 10 1.727
166 1 1 -0.723
166 1 3 -0.723
166 1 5 -0.723
