"Subj" "x0" "x1" "x2"
31 1 3 -1.437
31 1 4 -1.437
31 1 5 -1.437
31 1 6 -1.437
31 1 7 -1.437
31 1 8 -1.437
31 1 9 -1.437
31 1 10 -1.437
32 1 1 1.372
32 1 2 1.372
32 1 3 1.372
32 1 4 1.372
32 1 5 1.372
32 1 6 1.372
32 1 7 1.372
32 1 8 1.372
32 1 9 1.372
32 1 10 1.372
33 1 1 0.611
33 1 2 0.611
33 1 3 0.611
33 1 4 0.611
33 1 6 0.611
33 1 7 0.611
33 1 9 0.611
33 1 10 0.611
34 1 1 -0.222
34 1 2 -0.222
34 1 3 -0.222
34 1 4 -0.222
34 1 5 -0.222
34 1 6 -0.222
34 1 7 -0.222
34 1 8 -0.222
34 1 9 -0.222
34 1 10 -0.222
35 1 1 -0.884
35 1 2 -0.884
35 1 3 -0.884
35 1 4 -0.884
35 1 5 -0.884
35 1 6 -0.884
35 1 8 -0.884
35 1 9 -0.884
35 1 10 -0.884
36 1 1 -0.747
36 1 3 -0.747
36 1 6 -0.747
36 1 7 -0.747
36 1 8 -0.747
36 1 9 -0.747
37 1 1 -0.641
37 1 3 -0.641
37 1 5 -0.641
37 1 6 -0.641
37 1 8 -0.641
37 1 9 -0.641
38 1 1 1.721
38 1 3 1.721
38 1 4 1.721
38 1 5 1.721
38 1 6 1.721
38 1 9 1.721
38 1 10 1.721
39 1 2 -0.199
39 1 4 -0.199
39 1 5 -0.199
39 1 6 -0.199
39 1 7 -0.199
39 1 9 -0.199
39 1 10 -0.199
40 1 1 -0.662
40 1 2 -0.662
40 1 3 -0.662
40 1 5 -0.662
40 1 6 -0.662
40 1 7 -0.662
40 1 8 -0.662
40 1 9 -0.662
41 1 1 -1.508
41 1 2 -1.508
41 1 3 -1.508
41 1 4 -1.508
41 1 5 -1.508
41 1 6 -1.508
41 1 8 -1.508
41 1 9 -1.508
41 1 10 -1.508
42 1 1 -0.49
42 1 2 -0.49
42 1 3 -0.49
42 1 4 -0.49
42 1 5 -0.49
42 1 6 -0.49
42 1 7 -0.49
42 1 8 -0.49
42 1 9 -0.49
42 1 10 -0.49
43 1 1 -0.443
43 1 3 -0.443
43 1 4 -0.443
43 1 5 -0.443
43 1 8 -0.443
43 1 10 -0.443
44 1 3 1.39
44 1 4 1.39
44 1 5 1.39
44 1 6 1.39
44 1 7 1.39
44 1 8 1.39
44 1 10 1.39
45 1 3 -0.298
45 1 5 -0.298
45 1 6 -0.298
45 1 7 -0.298
45 1 9 -0.298
45 1 10 -0.298
46 1 1 1.17
46 1 2 1.17
46 1 5 1.17
46 1 6 1.17
46 1 7 1.17
46 1 8 1.17
46 1 9 1.17
46 1 10 1.17
47 1 1 -0.274
47 1 2 -0.274
47 1 3 -0.274
47 1 5 -0.274
47 1 6 -0.274
47 1 7 -0.274
47 1 8 -0.274
47 1 9 -0.274
48 1 1 -1.501
48 1 2 -1.501
48 1 3 -1.501
48 1 4 -1.501
48 1 5 -1.501
48 1 6 -1.501
48 1 7 -1.501
48 1 8 -1.501
48 1 9 -1.501
48 1 10 -1.501
49 1 1 -1.687
49 1 2 -1.687
49 1 3 -1.687
49 1 4 -1.687
49 1 5 -1.687
49 1 6 -1.687
49 1 7 -1.687
49 1 8 -1.687
49 1 9 -1.687
49 1 10 -1.687
50 1 1 -0.135
50 1 2 -0.135
50 1 3 -0.135
50 1 4 -0.135
50 1 5 -0.135
50 1 6 -0.135
50 1 7 -0.135
50 1 8 -0.135
