"Subj" "x0" "x1" "x2"
21 1 1 -0.226
21 1 2 -0.226
21 1 3 -0.226
21 1 4 -0.226
21 1 5 -0.226
21 1 6 -0.226
21 1 7 -0.226
21 1 8 -0.226
21 1 10 -0.226
22 1 3 0.305
22 1 4 0.305
22 1 5 0.305
22 1 6 0.305
22 1 7 0.305
22 1 9 0.305
22 1 10 0.305
23 1 2 -2.023
23 1 3 -2.023
23 1 5 -2.023
23 1 6 -2.023
23 1 8 -2.023
23 1 9 -2.023
23 1 10 -2.023
24 1 1 -0.53
24 1 2 -0.53
24 1 3 -0.53
24 1 4 -0.53
24 1 5 -0.53
24 1 6 -0.53
24 1 7 -0.53
24 1 8 -0.53
24 1 9 -0.53
25 1 1 -1.107
25 1 2 -1.107
25 1 3 -1.107
25 1 4 -1.107
25 1 5 -1.107
25 1 6 -1.107
25 1 7 -1.107
25 1 9 -1.107
25 1 10 -1.107
26 1 2 0.914
26 1 3 0.914
26 1 4 0.914
26 1 6 0.914
26 1 7 0.914
26 1 8 0.914
26 1 9 0.914
26 1 10 0.914
27 1 4 -0.367
27 1 6 -0.367
27 1 7 -0.367
27 1 8 -0.367
27 1 9 -0.367
27 1 10 -0.367
28 1 1 -0.929
28 1 2 -0.929
28 1 3 -0.929
28 1 4 -0.929
28 1 5 -0.929
28 1 6 -0.929
28 1 7 -0.929
28 1 9 -0.929
28 1 10 -0.929
29 1 1 -0.276
29 1 2 -0.276
29 1 3 -0.276
29 1 4 -0.276
29 1 5 -0.276
29 1 7 -0.276
29 1 8 -0.276
29 1 9 -0.276
29 1 10 -0.276
30 1 2 2.078
30 1 3 2.078
30 1 4 2.078
30 1 5 2.078
30 1 6 2.078
30 1 7 2.078
30 1 9 2.078
30 1 10 2.078
31 1 1 1.578
31 1 2 1.578
31 1 4 1.578
31 1 5 1.578
31 1 6 1.578
31 1 7 1.578
31 1 10 1.578
32 1 1 0.946
32 1 2 0.946
32 1 3 0.946
32 1 4 0.946
32 1 5 0.946
32 1 6 0.946
32 1 8 0.946
32 1 9 0.946
32 1 10 0.946
33 1 1 0.846
33 1 2 0.846
33 1 3 0.846
33 1 5 0.846
33 1 6 0.846
33 1 8 0.846
33 1 9 0.846
34 1 1 1.545
34 1 3 1.545
34 1 4 1.545
34 1 5 1.545
34 1 6 1.545
34 1 7 1.545
34 1 8 1.545
34 1 9 1.545
34 1 10 1.545
35 1 3 -2.307
35 1 4 -2.307
35 1 5 -2.307
35 1 6 -2.307
35 1 7 -2.307
35 1 8 -2.307
35 1 9 -2.307
35 1 10 -2.307
36 1 1 -1.258
36 1 3 -1.258
36 1 5 -1.258
36 1 6 -1.258
36 1 7 -1.258
36 1 9 -1.258
36 1 10 -1.258
37 1 1 -1.55
37 1 2 -1.55
37 1 3 -1.55
37 1 4 -1.55
37 1 6 -1.55
37 1 7 -1.55
37 1 8 -1.55
37 1 9 -1.55
38 1 1 -0.315
38 1 2 -0.315
38 1 3 -0.315
38 1 4 -0.315
38 1 5 -0.315
38 1 7 -0.315
38 1 8 -0.315
38 1 9 -0.315
38 1 10 -0.315
39 1 1 -1.466
39 1 3 -1.466
39 1 5 -1.466
39 1 6 -1.466
39 1 7 -1.466
39 1 8 -1.466
39 1 9 -1.466
39 1 10 -1.466
40 1 1 -0.617
40 1 2 -0.617
40 1 3 -0.617
40 1 4 -0.617
40 1 5 -0.617
40 1 6 -0.617
40 1 8 -0.617
40 1 9 -0.617
40 1 10 -0.617
41 1 2 -0.544
41 1 4 -0.544
41 1 6 -0.544
41 1 7 -0.544
41 1 8 -0.544
41 1 9 -0.544
41 1 10 -0.544
42 1 1 0.765
42 1 2 0.765
42 1 4 0.765
42 1 5 0.765
42 1 6 0.765
42 1 7 0.765
42 1 8 0.765
42 1 9 0.765
42 1 10 0.765
43 1 1 -1.789
43 1 2 -1.789
43 1 3 -1.789
43 1 4 -1.789
43 1 7 -1.789
43 1 8 -1.789
43 1 9 -1.789
43 1 10 -1.789
44 1 1 0.01
44 1 2 0.01
44 1 3 0.01
44 1 4 0.01
44 1 5 0.01
44 1 7 0.01
44 1 8 0.01
44 1 9 0.01
44 1 10 0.01
45 1 1 -0.33
45 1 2 -0.33
45 1 3 -0.33
45 1 4 -0.33
45 1 5 -0.33
45 1 6 -0.33
45 1 7 -0.33
45 1 9 -0.33
45 1 10 -0.33
46 1 2 0.043
46 1 3 0.043
46 1 4 0.043
46 1 5 0.043
46 1 6 0.043
46 1 7 0.043
46 1 10 0.043
47 1 1 -2.211
47 1 2 -2.211
47 1 3 -2.211
47 1 5 -2.211
47 1 6 -2.211
47 1 7 -2.211
47 1 8 -2.211
47 1 9 -2.211
47 1 10 -2.211
48 1 1 2.056
48 1 2 2.056
48 1 3 2.056
48 1 4 2.056
48 1 5 2.056
48 1 6 2.056
48 1 8 2.056
48 1 9 2.056
48 1 10 2.056
49 1 1 0.795
49 1 2 0.795
49 1 3 0.795
49 1 4 0.795
49 1 5 0.795
49 1 6 0.795
49 1 7 0.795
49 1 9 0.795
49 1 10 0.795
50 1 1 1.618
50 1 2 1.618
50 1 3 1.618
50 1 4 1.618
50 1 5 1.618
50 1 8 1.618
50 1 9 1.618
50 1 10 1.618
51 1 1 0.226
51 1 2 0.226
51 1 4 0.226
51 1 5 0.226
51 1 6 0.226
51 1 9 0.226
51 1 10 0.226
52 1 1 0.323
52 1 2 0.323
52 1 3 0.323
52 1 4 0.323
52 1 8 0.323
53 1 1 1.025
53 1 2 1.025
53 1 4 1.025
53 1 6 1.025
53 1 8 1.025
53 1 10 1.025
54 1 1 0.285
54 1 2 0.285
54 1 4 0.285
54 1 5 0.285
54 1 9 0.285
54 1 10 0.285
55 1 1 0.083
55 1 2 0.083
55 1 3 0.083
55 1 4 0.083
55 1 5 0.083
55 1 6 0.083
55 1 8 0.083
55 1 9 0.083
56 1 1 -0.529
56 1 2 -0.529
56 1 3 -0.529
56 1 4 -0.529
56 1 6 -0.529
56 1 7 -0.529
56 1 8 -0.529
56 1 9 -0.529
56 1 10 -0.529
57 1 1 -0.364
57 1 2 -0.364
57 1 4 -0.364
57 1 5 -0.364
57 1 6 -0.364
57 1 7 -0.364
57 1 8 -0.364
57 1 9 -0.364
57 1 10 -0.364
58 1 1 -0.665
58 1 2 -0.665
58 1 3 -0.665
58 1 4 -0.665
58 1 5 -0.665
58 1 6 -0.665
58 1 7 -0.665
58 1 8 -0.665
58 1 9 -0.665
58 1 10 -0.665
59 1 1 0.468
59 1 2 0.468
59 1 3 0.468
59 1 4 0.468
59 1 5 0.468
59 1 7 0.468
59 1 9 0.468
59 1 10 0.468
60 1 1 0.968
60 1 2 0.968
60 1 4 0.968
60 1 5 0.968
60 1 6 0.968
60 1 7 0.968
60 1 10 0.968
61 1 1 0.684
61 1 3 0.684
61 1 4 0.684
61 1 5 0.684
61 1 6 0.684
61 1 7 0.684
61 1 8 0.684
61 1 9 0.684
61 1 10 0.684
62 1 1 -0.904
62 1 2 -0.904
62 1 3 -0.904
62 1 4 -0.904
62 1 5 -0.904
62 1 6 -0.904
62 1 7 -0.904
62 1 8 -0.904
62 1 10 -0.904
63 1 2 -0.961
63 1 3 -0.961
63 1 4 -0.961
63 1 7 -0.961
63 1 8 -0.961
63 1 9 -0.961
63 1 10 -0.961
64 1 1 -0.587
64 1 2 -0.587
64 1 4 -0.587
64 1 5 -0.587
64 1 6 -0.587
64 1 7 -0.587
64 1 9 -0.587
64 1 10 -0.587
65 1 1 0.609
65 1 2 0.609
65 1 3 0.609
65 1 4 0.609
65 1 8 0.609
65 1 9 0.609
65 1 10 0.609
66 1 1 -0.513
66 1 2 -0.513
66 1 3 -0.513
66 1 4 -0.513
66 1 5 -0.513
66 1 6 -0.513
66 1 7 -0.513
66 1 8 -0.513
66 1 9 -0.513
66 1 10 -0.513
67 1 1 -0.125
67 1 2 -0.125
67 1 4 -0.125
67 1 5 -0.125
67 1 6 -0.125
67 1 8 -0.125
67 1 9 -0.125
67 1 10 -0.125
68 1 1 1.508
68 1 2 1.508
68 1 3 1.508
68 1 4 1.508
68 1 5 1.508
68 1 6 1.508
68 1 7 1.508
68 1 9 1.508
69 1 1 1.662
69 1 2 1.662
69 1 4 1.662
69 1 5 1.662
69 1 7 1.662
69 1 8 1.662
69 1 9 1.662
69 1 10 1.662
70 1 1 0.563
70 1 3 0.563
70 1 4 0.563
70 1 5 0.563
70 1 7 0.563
70 1 8 0.563
70 1 9 0.563
70 1 10 0.563
71 1 2 1.318
71 1 4 1.318
71 1 5 1.318
71 1 6 1.318
71 1 8 1.318
71 1 9 1.318
71 1 10 1.318
72 1 1 -0.251
72 1 2 -0.251
72 1 3 -0.251
72 1 4 -0.251
72 1 6 -0.251
72 1 7 -0.251
72 1 8 -0.251
72 1 9 -0.251
73 1 1 -1.256
73 1 2 -1.256
73 1 3 -1.256
73 1 4 -1.256
73 1 5 -1.256
73 1 6 -1.256
73 1 7 -1.256
73 1 8 -1.256
74 1 1 0.555
74 1 2 0.555
74 1 3 0.555
74 1 4 0.555
74 1 5 0.555
74 1 6 0.555
74 1 7 0.555
74 1 9 0.555
75 1 2 -1.583
75 1 3 -1.583
75 1 5 -1.583
75 1 6 -1.583
75 1 8 -1.583
75 1 9 -1.583
75 1 10 -1.583
76 1 1 -0.041
76 1 2 -0.041
76 1 3 -0.041
76 1 4 -0.041
76 1 5 -0.041
76 1 6 -0.041
76 1 8 -0.041
76 1 10 -0.041
77 1 1 0.642
77 1 3 0.642
77 1 4 0.642
77 1 5 0.642
77 1 6 0.642
77 1 7 0.642
77 1 8 0.642
77 1 9 0.642
77 1 10 0.642
78 1 2 -1.766
78 1 3 -1.766
78 1 5 -1.766
78 1 6 -1.766
78 1 7 -1.766
78 1 8 -1.766
78 1 9 -1.766
78 1 10 -1.766
79 1 1 0.249
79 1 2 0.249
79 1 3 0.249
79 1 5 0.249
79 1 8 0.249
79 1 9 0.249
79 1 10 0.249
80 1 2 2.496
80 1 5 2.496
80 1 6 2.496
80 1 7 2.496
80 1 8 2.496
80 1 9 2.496
80 1 10 2.496
81 1 1 -0.413
81 1 2 -0.413
81 1 3 -0.413
81 1 4 -0.413
81 1 5 -0.413
81 1 6 -0.413
81 1 7 -0.413
81 1 8 -0.413
81 1 9 -0.413
81 1 10 -0.413
82 1 1 -2.265
82 1 2 -2.265
82 1 3 -2.265
82 1 5 -2.265
82 1 7 -2.265
82 1 8 -2.265
82 1 9 -2.265
83 1 1 -0.062
83 1 2 -0.062
83 1 3 -0.062
83 1 4 -0.062
83 1 5 -0.062
83 1 6 -0.062
83 1 7 -0.062
83 1 8 -0.062
83 1 9 -0.062
83 1 10 -0.062
84 1 2 -1.391
84 1 4 -1.391
84 1 7 -1.391
84 1 9 -1.391
84 1 10 -1.391
85 1 1 -0.176
85 1 2 -0.176
85 1 3 -0.176
85 1 5 -0.176
85 1 7 -0.176
85 1 8 -0.176
85 1 9 -0.176
86 1 1 1.281
86 1 2 1.281
86 1 3 1.281
86 1 4 1.281
86 1 5 1.281
86 1 6 1.281
86 1 8 1.281
86 1 9 1.281
87 1 2 -0.395
87 1 3 -0.395
87 1 4 -0.395
87 1 5 -0.395
87 1 8 -0.395
87 1 9 -0.395
88 1 1 0.506
88 1 3 0.506
88 1 4 0.506
88 1 5 0.506
88 1 6 0.506
88 1 7 0.506
88 1 8 0.506
88 1 9 0.506
88 1 10 0.506
89 1 1 -0.268
89 1 2 -0.268
89 1 3 -0.268
89 1 4 -0.268
89 1 7 -0.268
90 1 2 0.985
90 1 4 0.985
90 1 5 0.985
90 1 6 0.985
90 1 7 0.985
90 1 8 0.985
90 1 9 0.985
90 1 10 0.985
91 1 1 -1.265
91 1 2 -1.265
91 1 3 -1.265
91 1 4 -1.265
91 1 5 -1.265
91 1 6 -1.265
91 1 7 -1.265
91 1 8 -1.265
91 1 10 -1.265
92 1 1 -0.753
92 1 2 -0.753
92 1 3 -0.753
92 1 4 -0.753
92 1 5 -0.753
92 1 6 -0.753
92 1 7 -0.753
92 1 8 -0.753
92 1 10 -0.753
93 1 4 -0.454
93 1 5 -0.454
93 1 6 -0.454
93 1 7 -0.454
93 1 8 -0.454
93 1 10 -0.454
94 1 1 0.558
94 1 2 0.558
94 1 3 0.558
94 1 4 0.558
94 1 5 0.558
94 1 6 0.558
94 1 7 0.558
94 1 8 0.558
94 1 9 0.558
94 1 10 0.558
95 1 1 -1.229
95 1 2 -1.229
95 1 3 -1.229
95 1 4 -1.229
95 1 8 -1.229
95 1 9 -1.229
95 1 10 -1.229
96 1 1 -1.053
96 1 2 -1.053
96 1 3 -1.053
96 1 5 -1.053
96 1 6 -1.053
96 1 7 -1.053
96 1 8 -1.053
96 1 10 -1.053
97 1 1 0.523
97 1 2 0.523
97 1 3 0.523
97 1 4 0.523
97 1 5 0.523
97 1 6 0.523
97 1 7 0.523
97 1 9 0.523
98 1 1 -0.493
98 1 2 -0.493
98 1 3 -0.493
98 1 4 -0.493
98 1 5 -0.493
98 1 6 -0.493
98 1 7 -0.493
98 1 8 -0.493
98 1 9 -0.493
98 1 10 -0.493
99 1 1 0.743
99 1 2 0.743
99 1 3 0.743
99 1 4 0.743
99 1 6 0.743
99 1 7 0.743
99 1 8 0.743
99 1 9 0.743
99 1 10 0.743
100 1 2 -0.482
100 1 3 -0.482
100 1 4 -0.482
100 1 6 -0.482
100 1 7 -0.482
100 1 8 -0.482
100 1 9 -0.482
100 1 10 -0.482
